RouteNumber,RouteDocId,StopIndex,StopName,ScheduledTime,Status,Confidence,Source,FlagReason,Lat,Lng,MatchedAddress,GoogleMapsUrl,Candidate2,Candidate3
51,route_51,2,"BLUE STAR",06:30,ok,0.98,canonical_cache,"",13.084,80.218,"BLUE STAR, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.084,80.218,,
51,route_51,3,"SHANTHI COLONY",06:35,ok,0.98,canonical_cache,"",13.083,80.212,"SHANTHI COLONY, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.083,80.212,,
51,route_51,4,"ANNA ARCH",06:40,ok,0.98,canonical_cache,"",13.0754,80.2176,"ANNA ARCH, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.0754,80.2176,,
52,route_52,1,"KK NAGAR DEPOT",06:30,ok,0.98,canonical_cache,"",13.035,80.201,"KK NAGAR DEPOT, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.035,80.201,,
52,route_52,2,"SIVANPARK",06:35,ok,0.98,canonical_cache,"",13.038,80.195,"SIVANPARK, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.038,80.195,,
52,route_52,3,"VALASARAVAKKAM",06:40,ok,0.98,canonical_cache,"",13.0479,80.1751,"VALASARAVAKKAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.0479,80.1751,,
53,route_53,1,"COLLECTOR NAGAR",06:40,ok,0.98,canonical_cache,"",13.085,80.185,"COLLECTOR NAGAR, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.085,80.185,,
53,route_53,2,"JJ NAGAR POLICE STATION",06:45,ok,0.98,canonical_cache,"",13.088,80.18,"JJ NAGAR POLICE STATION, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.088,80.18,,
53,route_53,3,"7H BUS DEPOT",06:50,ok,0.98,canonical_cache,"",13.089,80.175,"7H BUS DEPOT, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.089,80.175,,
53,route_53,4,"7M BUS DEPOT",06:55,ok,0.98,canonical_cache,"",13.091,80.172,"7M BUS DEPOT, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.091,80.172,,
54,route_54,1,"VANAGARAM",06:30,ok,0.98,canonical_cache,"",13.058,80.145,"VANAGARAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.058,80.145,,
54,route_54,2,"PARIVAKKAM SIGNAL",06:40,ok,0.98,canonical_cache,"",13.052,80.118,"PARIVAKKAM SIGNAL, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.052,80.118,,
54,route_54,3,"POONAMALLEE BYPASS",06:45,ok,0.98,canonical_cache,"",13.048,80.102,"POONAMALLEE BYPASS, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.048,80.102,,
55,route_55,1,"AYAPAKKAM JUNCTION",06:30,ok,0.98,canonical_cache,"",13.102,80.142,"AYAPAKKAM JUNCTION, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.102,80.142,,
55,route_55,3,"DECLATHON",06:45,ok,0.98,canonical_cache,"",13.095,80.158,"DECLATHON, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.095,80.158,,
56,route_56,1,"ICF",06:30,ok,0.98,canonical_cache,"",13.098,80.218,"ICF, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.098,80.218,,
56,route_56,2,"PADI SARAVANA STORES",06:40,ok,0.98,canonical_cache,"",13.097,80.182,"PADI SARAVANA STORES, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.097,80.182,,
56,route_56,3,"AMBATTUR INDUSTRIAL ESTATE",06:50,ok,0.98,canonical_cache,"",13.0906,80.1652,"AMBATTUR INDUSTRIAL ESTATE, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.0906,80.1652,,
56,route_56,4,"AMBATTUR TELEPHONE EXACHANGE",06:55,ok,0.98,canonical_cache,"",13.1098,80.1558,"AMBATTUR TELEPHONE EXACHANGE, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.1098,80.1558,,
58,route_58,1,"AMBATTUR ORAGADAM",06:25,ok,0.98,canonical_cache,"",13.1235,80.1592,"AMBATTUR ORAGADAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.1235,80.1592,,
58,route_58,2,"AMBATTUR OT",06:30,ok,0.98,canonical_cache,"",13.1189,80.1506,"AMBATTUR OT, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.1189,80.1506,,
59,route_59,1,"SENTHIL NAGAR",06:30,ok,0.98,canonical_cache,"",13.072,80.175,"SENTHIL NAGAR, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.072,80.175,,
59,route_59,2,"MADURAVOYAL ERIKARAI",06:45,ok,0.98,canonical_cache,"",13.065,80.155,"MADURAVOYAL ERIKARAI, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.065,80.155,,
60,route_60,1,"MUGALIVAKKAM",06:40,ok,0.98,canonical_cache,"",13.018,80.162,"MUGALIVAKKAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.018,80.162,,
60,route_60,2,"KOLAPAKKAM",06:45,ok,0.98,canonical_cache,"",13.0084,80.1524,"KOLAPAKKAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.0084,80.1524,,
60,route_60,3,"GERUGAMBAKKAM",06:50,ok,0.98,canonical_cache,"",13.0038,80.1384,"GERUGAMBAKKAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.0038,80.1384,,
60,route_60,4,"THIRUNEERMALAI",06:55,ok,0.98,canonical_cache,"",12.965,80.115,"THIRUNEERMALAI, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.965,80.115,,
61,route_61,1,"MANGADU",06:40,ok,0.98,canonical_cache,"",13.028,80.12,"MANGADU, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.028,80.12,,
61,route_61,2,"KOVUR",06:50,ok,0.98,canonical_cache,"",13.012,80.115,"KOVUR, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.012,80.115,,
61,route_61,3,"KUNDRATHUR",06:55,ok,0.98,canonical_cache,"",12.998,80.098,"KUNDRATHUR, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.998,80.098,,
61,route_61,4,"DMART",07:00,ok,0.98,canonical_cache,"",12.985,80.092,"DMART, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.985,80.092,,
61,route_61,5,"MADHA COLLEGE",07:05,ok,0.98,canonical_cache,"",12.975,80.085,"MADHA COLLEGE, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.975,80.085,,
61,route_61,6,"THIRUMUDIVAKKAM",07:10,ok,0.98,canonical_cache,"",12.962,80.082,"THIRUMUDIVAKKAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.962,80.082,,
63,route_63,1,"CMBT",06:30,ok,0.98,canonical_cache,"",13.0694,80.1948,"CMBT, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.0694,80.1948,,
63,route_63,2,"MMDA",06:35,ok,0.98,canonical_cache,"",13.064,80.208,"MMDA, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.064,80.208,,
63,route_63,3,"VADAPALANI",06:40,ok,0.98,canonical_cache,"",13.0524,80.212,"VADAPALANI, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.0524,80.212,,
66,route_66,1,"THIRUMANGALAM",06:40,ok,0.98,canonical_cache,"",13.085,80.198,"THIRUMANGALAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.085,80.198,,
66,route_66,2,"WAVES",06:45,ok,0.98,canonical_cache,"",13.082,80.192,"WAVES, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.082,80.192,,
67,route_67,1,"MADHANANDAPURAM",06:50,ok,0.98,canonical_cache,"",13.025,80.148,"MADHANANDAPURAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.025,80.148,,
68,route_68,1,"METHA NAGAR",06:40,ok,0.98,canonical_cache,"",12.982,80.138,"METHA NAGAR, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.982,80.138,,
68,route_68,2,"ANAGAPUTHUR BUS STAND",06:45,ok,0.98,canonical_cache,"",12.972,80.125,"ANAGAPUTHUR BUS STAND, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.972,80.125,,
68,route_68,3,"RETTAI PILLAIYAR KOVIL,PAMMAL",06:50,ok,0.98,canonical_cache,"",12.965,80.132,"RETTAI PILLAIYAR KOVIL,PAMMAL, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.965,80.132,,
69,route_69,1,"MAHINDRA CITY",06:45,ok,0.98,canonical_cache,"",12.735,80.005,"MAHINDRA CITY, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.735,80.005,,
69,route_69,2,"KATTANKOLATHUR",06:50,ok,0.98,canonical_cache,"",12.752,80.022,"KATTANKOLATHUR, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.752,80.022,,
69,route_69,3,"MARAIMALAI NAGAR",07:00,ok,0.98,canonical_cache,"",12.785,80.035,"MARAIMALAI NAGAR, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.785,80.035,,
70,route_70,1,"KAUVERY HOSPITAL",06:55,ok,0.98,canonical_cache,"",12.962,80.148,"KAUVERY HOSPITAL, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.962,80.148,,
70,route_70,2,"CROMPET BUS STAND",07:05,ok,0.98,canonical_cache,"",12.9516,80.1416,"CROMPET BUS STAND, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.9516,80.1416,,
71,route_71,1,"NANGANALLUR J.K MAHAL",06:45,ok,0.98,canonical_cache,"",12.982,80.188,"NANGANALLUR J.K MAHAL, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.982,80.188,,
75,route_75,1,"POTHERI",07:00,ok,0.98,canonical_cache,"",12.748,80.025,"POTHERI, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.748,80.025,,
75,route_75,2,"GUDUVANCHERY",07:10,ok,0.98,canonical_cache,"",12.842,80.062,"GUDUVANCHERY, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.842,80.062,,
75,route_75,3,"KOLAPKKAM",07:20,ok,0.98,canonical_cache,"",12.868,80.125,"KOLAPKKAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.868,80.125,,
77,route_77,1,"VARATHARAJAN THEATRE",07:00,ok,0.98,canonical_cache,"",12.925,80.12,"VARATHARAJAN THEATRE, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.925,80.12,,
77,route_77,2,"MAPPEDU",07:10,ok,0.98,canonical_cache,"",12.905,80.135,"MAPPEDU, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.905,80.135,,
79,route_79,1,"MCC COLLEGE",07:00,ok,0.98,canonical_cache,"",12.922,80.124,"MCC COLLEGE, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.922,80.124,,
80,route_80,1,"IRUMBULIYUR",07:00,ok,0.98,canonical_cache,"",12.915,80.108,"IRUMBULIYUR, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.915,80.108,,
80,route_80,2,"SSM NAGAR",07:05,ok,0.98,canonical_cache,"",12.902,80.095,"SSM NAGAR, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.902,80.095,,
80,route_80,3,"NEDUKUNDRAM TVS",07:15,ok,0.98,canonical_cache,"",12.885,80.082,"NEDUKUNDRAM TVS, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.885,80.082,,
81,route_81,1,"MAHALAKSHMI NAGAR",07:00,ok,0.98,canonical_cache,"",12.918,80.135,"MAHALAKSHMI NAGAR, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.918,80.135,,
81,route_81,2,"CAMP ROAD",07:10,ok,0.98,canonical_cache,"",12.912,80.142,"CAMP ROAD, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.912,80.142,,
82,route_82,1,"LAKSHMIPURAM",07:00,ok,0.98,canonical_cache,"",12.932,80.088,"LAKSHMIPURAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.932,80.088,,
82,route_82,2,"MUDICHUR (ATTA COMPANY)",07:05,ok,0.98,canonical_cache,"",12.925,80.075,"MUDICHUR (ATTA COMPANY), Chennai, Tamil Nadu",https://www.google.com/maps?q=12.925,80.075,,
85,route_85,1,"VELACHERY RAILWAY STATION-KAIVELI",07:00,ok,0.98,canonical_cache,"",12.9784,80.2185,"VELACHERY RAILWAY STATION-KAIVELI, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.9784,80.2185,,
86,route_86,1,"SEMBAKKAM",07:05,ok,0.98,canonical_cache,"",12.928,80.155,"SEMBAKKAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.928,80.155,,
86,route_86,2,"MADAMBAKKAM JUNCTION",07:10,ok,0.98,canonical_cache,"",12.915,80.162,"MADAMBAKKAM JUNCTION, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.915,80.162,,
87,route_87,1,"GOWRIVAKKAM",07:05,ok,0.98,canonical_cache,"",12.924,80.168,"GOWRIVAKKAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.924,80.168,,
87,route_87,2,"SANTOSAHPURAM",07:10,ok,0.98,canonical_cache,"",12.918,80.175,"SANTOSAHPURAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.918,80.175,,
87,route_87,3,"VIJAYANAGARAM",07:15,ok,0.98,canonical_cache,"",12.912,80.182,"VIJAYANAGARAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.912,80.182,,
87,route_87,4,"SBIOA",07:25,ok,0.98,canonical_cache,"",12.905,80.188,"SBIOA, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.905,80.188,,
88,route_88,1,"RAJAKILPAKKAM",07:05,ok,0.98,canonical_cache,"",12.922,80.148,"RAJAKILPAKKAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.922,80.148,,
88,route_88,2,"KOZHIPANNAI",07:10,ok,0.98,canonical_cache,"",12.915,80.152,"KOZHIPANNAI, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.915,80.152,,
89,route_89,1,"KAIVELI JUNCTION",06:50,ok,0.98,canonical_cache,"",12.975,80.205,"KAIVELI JUNCTION, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.975,80.205,,
89,route_89,2,"CHITALAPAKKAM",07:05,ok,0.98,canonical_cache,"",12.935,80.172,"CHITALAPAKKAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.935,80.172,,
89,route_89,3,"CHITALAPAKKAM KOOT ROAD",07:10,ok,0.98,canonical_cache,"",12.93,80.178,"CHITALAPAKKAM KOOT ROAD, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.93,80.178,,
89,route_89,4,"MEDAVAKKAM MAMBAKKAM JUNCTION",07:15,ok,0.98,canonical_cache,"",12.918,80.19,"MEDAVAKKAM MAMBAKKAM JUNCTION, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.918,80.19,,
90,route_90,1,"BOLLINENI HILLS",07:00,ok,0.98,canonical_cache,"",12.908,80.195,"BOLLINENI HILLS, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.908,80.195,,
93,route_93,1,"PALLIKARANAI JEYACHANDRAN",07:05,ok,0.98,canonical_cache,"",12.942,80.218,"PALLIKARANAI JEYACHANDRAN, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.942,80.218,,
96,route_96,1,"KALMANDAPAM",06:10,ok,0.98,canonical_cache,"",13.11,80.295,"KALMANDAPAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.11,80.295,,
96,route_96,2,"BEACH STATION",06:15,ok,0.98,canonical_cache,"",13.092,80.292,"BEACH STATION, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.092,80.292,,
96,route_96,3,"SECRETARIAT",06:20,ok,0.98,canonical_cache,"",13.078,80.288,"SECRETARIAT, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.078,80.288,,
96,route_96,4,"THIRUVANMIYUR JAYANTHI",06:35,ok,0.98,canonical_cache,"",12.9829,80.2591,"THIRUVANMIYUR JAYANTHI, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.9829,80.2591,,
97,route_97,1,"SEMMANCHERI",07:15,ok,0.98,canonical_cache,"",12.875,80.222,"SEMMANCHERI, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.875,80.222,,
97,route_97,2,"NAVALUR",07:20,ok,0.98,canonical_cache,"",12.855,80.228,"NAVALUR, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.855,80.228,,
97,route_97,3,"MARINA MALL",07:25,ok,0.98,canonical_cache,"",12.835,80.231,"MARINA MALL, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.835,80.231,,
98,route_98_ttk_road,1,"TTK ROAD",06:25,ok,0.98,canonical_cache,"",13.042,80.252,"TTK ROAD, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.042,80.252,,
98,route_98_ttk_road,2,"ALWARPET JUNCTION",06:30,ok,0.98,canonical_cache,"",13.038,80.254,"ALWARPET JUNCTION, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.038,80.254,,
98,route_98_ttk_road,3,"ADAMBAKKAM POLICE BOOTH",06:50,ok,0.98,canonical_cache,"",12.99,80.202,"ADAMBAKKAM POLICE BOOTH, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.99,80.202,,
98,route_98_golden_flats,1,"GOLDEN FLATS",06:45,ok,0.98,canonical_cache,"",13.088,80.185,"GOLDEN FLATS, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.088,80.185,,
98,route_98_golden_flats,2,"WAVIN",06:50,ok,0.98,canonical_cache,"",13.092,80.172,"WAVIN, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.092,80.172,,
99,route_99,1,"THILLAI GANGA NAGAR SUBWAY",06:55,ok,0.98,canonical_cache,"",12.995,80.198,"THILLAI GANGA NAGAR SUBWAY, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.995,80.198,,
99,route_99,2,"VANUVAMPET CHURCH",07:00,ok,0.98,canonical_cache,"",12.988,80.195,"VANUVAMPET CHURCH, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.988,80.195,,
100,route_100,1,"KEELKATALAI",06:50,ok,0.98,canonical_cache,"",12.958,80.185,"KEELKATALAI, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.958,80.185,,
100,route_100,2,"KOVILAMBAKKAM",07:00,ok,0.98,canonical_cache,"",12.948,80.188,"KOVILAMBAKKAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.948,80.188,,
102,route_102,1,"MOOLAKADAI",06:25,ok,0.98,canonical_cache,"",13.132,80.245,"MOOLAKADAI, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.132,80.245,,
102,route_102,2,"MADHAVARAM ROUNDTANA",06:30,ok,0.98,canonical_cache,"",13.148,80.238,"MADHAVARAM ROUNDTANA, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.148,80.238,,
104,route_104,1,"DAILY THANTHI",06:30,ok,0.98,canonical_cache,"",13.082,80.265,"DAILY THANTHI, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.082,80.265,,
104,route_104,2,"DASAPRAKASH",06:35,ok,0.98,canonical_cache,"",13.081,80.255,"DASAPRAKASH, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.081,80.255,,
104,route_104,3,"ARUMBAKKAM",06:40,ok,0.98,canonical_cache,"",13.068,80.211,"ARUMBAKKAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.068,80.211,,
104,route_104,4,"NERKUNDRAM",06:50,ok,0.98,canonical_cache,"",13.068,80.185,"NERKUNDRAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.068,80.185,,
105,route_105,1,"THATHANKUPPAM",06:35,ok,0.98,canonical_cache,"",13.105,80.188,"THATHANKUPPAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.105,80.188,,
105,route_105,2,"ANNA NAGAR WEST DEPOT",06:40,ok,0.98,canonical_cache,"",13.092,80.198,"ANNA NAGAR WEST DEPOT, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.092,80.198,,
105,route_105,3,"ROHINI THEATRE",06:45,ok,0.98,canonical_cache,"",13.072,80.201,"ROHINI THEATRE, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.072,80.201,,
106,route_106,1,"PORUR BAIKADAI",06:55,ok,0.98,canonical_cache,"",13.035,80.158,"PORUR BAIKADAI, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.035,80.158,,
108,route_108,1,"ALANDUR METRO",06:50,ok,0.98,canonical_cache,"",13.003,80.201,"ALANDUR METRO, Chennai, Tamil Nadu",https://www.google.com/maps?q=13.003,80.201,,
108,route_108,2,"NANGANALLUR PETROL BUNK",07:00,ok,0.98,canonical_cache,"",12.985,80.192,"NANGANALLUR PETROL BUNK, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.985,80.192,,
108,route_108,3,"MEENAMBAKKAM",07:05,ok,0.98,canonical_cache,"",12.978,80.182,"MEENAMBAKKAM, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.978,80.182,,
108,route_108,4,"CHROMPET SARAVANA STORES",07:15,ok,0.98,canonical_cache,"",12.954,80.145,"CHROMPET SARAVANA STORES, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.954,80.145,,
110,route_110,1,"RAJENDRA PRASAD ROAD",07:00,ok,0.98,canonical_cache,"",12.938,80.135,"RAJENDRA PRASAD ROAD, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.938,80.135,,
110,route_110,2,"SELIYUR POLICE STATION",07:10,ok,0.98,canonical_cache,"",12.922,80.142,"SELIYUR POLICE STATION, Chennai, Tamil Nadu",https://www.google.com/maps?q=12.922,80.142,,
